"InvoiceNo","StockCode","Description","Quantity","UnitPrice","CustomerID"
"548661","POST","POSTAGE",1,350,12415
"C548729","22232","JIGSAW_TOADSTOOLS_3_PIECE",-8,1.65,12434
"549313","22993","SET_OF_4_PANTRY_JELLY_MOULDS",12,1.25,12393
"549313","22449","SILK_PURSE_BABUSHKA_PINK",6,3.35,12393
"549313","20726","LUNCH_BAG_WOODLAND",10,1.65,12393
"549313","20725","LUNCH_BAG_RED_RETROSPOT",30,1.65,12393
"549313","20727","LUNCH_BAG__BLACK_SKULL.",10,1.65,12393
"549313","22383","LUNCH_BAG_SUKI_DESIGN",30,1.65,12393
"549313","22384","LUNCH_BAG_PINK_POLKADOT",30,1.65,12393
"549313","22662","LUNCH_BAG_DOLLY_GIRL_DESIGN",30,1.65,12393
"549313","22333","RETROSPOT_PARTY_BAG_+_STICKER_SET",8,1.65,12393
"549313","84997B","CHILDRENS_CUTLERY_RETROSPOT_RED",4,4.15,12393
"549313","22273","FELTCRAFT_DOLL_MOLLY",6,2.95,12393
"549313","22382","LUNCH_BAG_SPACEBOY_DESIGN",10,1.65,12393
"549313","22379","RECYCLING_BAG_RETROSPOT",10,2.1,12393
"549313","22138","BAKING_SET_9_PIECE_RETROSPOT",3,4.95,12393
"549313","22617","BAKING_SET_SPACEBOY_DESIGN",3,4.95,12393
"549313","22195","LARGE_HEART_MEASURING_SPOONS",12,1.65,12393
"549313","22380","TOY_TIDY_SPACEBOY",10,2.1,12393
"C551348","22990","COTTON_APRON_PANTRY_DESIGN",-100,4.25,12415
"552956","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",6,2.95,12431
"552956","22859","EASTER_TIN_BUNNY_BOUQUET",6,1.65,12431
"552956","22730","ALARM_CLOCK_BAKELIKE_IVORY",4,3.75,12431
"552956","84663A","GRASS_HOPPER_WOODEN_WALL_CLOCK",3,5.95,12431
"552956","23206","LUNCH_BAG_APPLE_DESIGN",10,1.65,12431
"552956","48129","DOORMAT_TOPIARY",2,7.95,12431
"552956","23159","SET_OF_5_PANCAKE_DAY_MAGNETS",24,2.08,12431
"552956","23158","SET_OF_5_LUCKY_CAT_MAGNETS",24,2.08,12431
"552956","84945","MULTI_COLOUR_SILVER_T-LIGHT_HOLDER",24,0.85,12431
"552956","23155","KNICKERBOCKERGLORY_MAGNET_ASSORTED",12,0.83,12431
"552956","22698","PINK_REGENCY_TEACUP_AND_SAUCER",6,2.95,12431
"552956","22697","GREEN_REGENCY_TEACUP_AND_SAUCER",6,2.95,12431
"552956","22382","LUNCH_BAG_SPACEBOY_DESIGN",10,1.65,12431
"552956","21524","DOORMAT_SPOTTY_HOME_SWEET_HOME",2,7.95,12431
"552956","22692","DOORMAT_WELCOME_TO_OUR_HOME",2,7.95,12431
"552956","22690","DOORMAT_HOME_SWEET_HOME_BLUE",2,7.95,12431
"552956","21935","SUKI__SHOULDER_BAG",10,1.65,12431
"552956","21481","FAWN_BLUE_HOT_WATER_BOTTLE",6,2.95,12431
"552956","48138","DOORMAT_UNION_FLAG",4,7.95,12431
"552956","23284","DOORMAT_KEEP_CALM_AND_COME_IN",4,7.95,12431
"552956","23040","PAPER_LANTERN_9_POINT_SNOW_STAR",3,5.75,12431
"552956","23108","SET_OF_10_LED_DOLLY_LIGHTS",2,6.25,12431
"552956","23084","RABBIT_NIGHT_LIGHT",12,2.08,12431
"553546","22457","NATURAL_SLATE_HEART_CHALKBOARD",144,2.55,12415
"553546","23176","ABC_TREASURE_BOOK_BOX",288,1.95,12415
"553546","22109","FULL_ENGLISH_BREAKFAST_PLATE",144,3.39,12415
"553546","85014A","BLACK/BLUE_POLKADOT_UMBRELLA",6,5.95,12415
"553546","22488","NATURAL_SLATE_RECTANGLE_CHALKBOARD",96,1.45,12415
"553546","21524","DOORMAT_SPOTTY_HOME_SWEET_HOME",10,6.75,12415
"553546","23193","BUFFALO_BILL_TREASURE_BOOK_BOX",144,1.95,12415
"553546","23177","TREASURE_ISLAND_BOOK_BOX",144,1.95,12415
"553546","48138","DOORMAT_UNION_FLAG",10,6.75,12415
"553546","23194","GYMKHANA_TREASURE_BOOK_BOX",144,1.95,12415
"553546","85014B","RED_RETROSPOT_UMBRELLA",12,5.95,12415
"553546","37370","RETRO_COFFEE_MUGS_ASSORTED",108,1.25,12415
"553546","23175","REGENCY_MILK_JUG_PINK",48,2.75,12415
"553546","21084","SET/6_COLLAGE_PAPER_CUPS",240,0.19,12415
"553546","85071A","BLUE_CHARLIE+LOLA_PERSONAL_DOORSIGN",96,0.38,12415
"553546","21877","HOME_SWEET_HOME_MUG",144,1.06,12415
"553546","23172","REGENCY_TEA_PLATE_PINK",48,1.45,12415
"553546","21195","PINK__HONEYCOMB_PAPER_BALL",48,1.69,12415
"553546","84519B","CARROT_CHARLIE+LOLA_COASTER_SET",24,1.25,12415
"553546","85071B","RED_CHARLIE+LOLA_PERSONAL_DOORSIGN",96,0.38,12415
"553546","85071C","CHARLIE+LOLA""EXTREMELY_BUSY""_SIGN",96,0.38,12415
"553546","21090","SET/6_COLLAGE_PAPER_PLATES",240,0.39,12415
"553546","85132A","CHARLIE_+_LOLA_BISCUITS_TINS",24,1.95,12415
"553546","23253","16_PIECE_CUTLERY_SET_PANTRY_DESIGN",24,12.5,12415
"553546","23173","REGENCY_TEAPOT_ROSES",24,8.15,12415
"553546","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",24,2.55,12415
"553546","22992","REVOLVER_WOODEN_RULER",144,1.65,12415
"553546","22991","GIRAFFE_WOODEN_RULER",144,1.65,12415
"553546","22466","FAIRY_TALE_COTTAGE_NIGHTLIGHT",192,1.65,12415
"553546","22549","PICTURE_DOMINOES",144,1.25,12415
"553546","21791","VINTAGE_HEADS_AND_TAILS_CARD_GAME",144,1.06,12415
"553546","21902","KEY_FOB_,_FRONT__DOOR",576,0.53,12415
"553546","21900","KEY_FOB_,_SHED",576,0.53,12415
"553546","21899","KEY_FOB_,_GARAGE_DESIGN",576,0.53,12415
"553546","20685","DOORMAT_RED_RETROSPOT",20,6.75,12415
"553546","21770","OPEN_CLOSED_METAL_SIGN",36,4.25,12415
"553546","15036","ASSORTED_COLOURS_SILK_FAN",600,0.72,12415
"553546","23298","SPOTTY_BUNTING",50,4.15,12415
"553546","47566","PARTY_BUNTING",100,4.15,12415
"553546","47590A","BLUE_HAPPY_BIRTHDAY_BUNTING",50,4.65,12415
"553546","47590B","PINK_HAPPY_BIRTHDAY_BUNTING",50,4.65,12415
"553546","22980","PANTRY_SCRUBBING_BRUSH",48,1.45,12415
"553546","22978","PANTRY_ROLLING_PIN",24,3.39,12415
"553546","22981","PANTRY_APPLE_CORER",144,1.25,12415
"553546","22979","PANTRY_WASHING_UP_BRUSH",72,1.25,12415
"553546","23283","DOORMAT_VINTAGE_LEAVES_DESIGN",10,6.75,12415
"553546","21731","RED_TOADSTOOL_LED_NIGHT_LIGHT",144,1.45,12415
"553546","22918","HERB_MARKER_PARSLEY",120,0.55,12415
"553546","22919","HERB_MARKER_MINT",120,0.55,12415
"553546","22920","HERB_MARKER_BASIL",120,0.55,12415
"553546","22921","HERB_MARKER_CHIVES",120,0.55,12415
"553546","22916","HERB_MARKER_THYME",120,0.55,12415
"553546","22917","HERB_MARKER_ROSEMARY",120,0.55,12415
"553546","22692","DOORMAT_WELCOME_TO_OUR_HOME",10,6.75,12415
"553546","21891","TRADITIONAL_WOODEN_SKIPPING_ROPE",144,1.45,12415
"553546","23049","RECYCLED_ACAPULCO_MAT_RED",2,8.25,12415
"553546","23170","REGENCY_TEA_PLATE_ROSES",48,1.45,12415
"553546","22697","GREEN_REGENCY_TEACUP_AND_SAUCER",24,2.55,12415
"553546","85183B","CHARLIE_&_LOLA_WASTEPAPER_BIN_FLORA",24,1.25,12415
"553546","84519A","TOMATO_CHARLIE+LOLA_COASTER_SET",24,1.25,12415
"553546","22698","PINK_REGENCY_TEACUP_AND_SAUCER",24,2.55,12415
"553546","21876","POTTERING_MUG",24,1.25,12415
"553546","21892","TRADITIONAL_WOODEN_CATCH_CUP_GAME",144,1.06,12415
"553546","22620","4_TRADITIONAL_SPINNING_TOPS",320,1.25,12415
"553546","22619","SET_OF_6_SOLDIER_SKITTLES",80,3.39,12415
"553546","21888","BINGO_SET",144,3.39,12415
"553546","23171","REGENCY_TEA_PLATE_GREEN",48,1.45,12415
"553546","22925","BLUE_GIANT_GARDEN_THERMOMETER",36,4.95,12415
"553546","22928","YELLOW_GIANT_GARDEN_THERMOMETER",36,4.95,12415
"553546","22913","RED_COAT_RACK_PARIS_FASHION",36,4.25,12415
"553546","22914","BLUE_COAT_RACK_PARIS_FASHION",36,4.25,12415
"553546","23299","FOOD_COVER_WITH_BEADS_SET_2",50,3.39,12415
"553546","22835","HOT_WATER_BOTTLE_I_AM_SO_POORLY",24,4.25,12415
"554037","22838","3_TIER_CAKE_TIN_RED_AND_CREAM",28,14.95,12415
"554037","84997C","CHILDRENS_CUTLERY_POLKADOT_BLUE",72,3.75,12415
"554037","22712","CARD_DOLLY_GIRL",216,0.36,12415
"554037","22619","SET_OF_6_SOLDIER_SKITTLES",80,0,12415
"554126","23109","LED_TEA_LIGHTS",6,2.89,12431
"554126","23284","DOORMAT_KEEP_CALM_AND_COME_IN",2,7.95,12431
"554126","23301","GARDENERS_KNEELING_PAD_KEEP_CALM",12,1.65,12431
"554126","21731","RED_TOADSTOOL_LED_NIGHT_LIGHT",84,1.65,12431
"554126","23079","TOADSTOOL_BEDSIDE_LIGHT",2,8.95,12431
"554126","84978","HANGING_HEART_JAR_T-LIGHT_HOLDER",12,1.25,12431
"554126","48138","DOORMAT_UNION_FLAG",10,6.75,12431
"554126","84945","MULTI_COLOUR_SILVER_T-LIGHT_HOLDER",24,0.85,12431
"554126","22413","METAL_SIGN_TAKE_IT_OR_LEAVE_IT",6,2.95,12431
"554126","22692","DOORMAT_WELCOME_TO_OUR_HOME",2,7.95,12431
"554126","22382","LUNCH_BAG_SPACEBOY_DESIGN",10,1.65,12431
"554126","22617","BAKING_SET_SPACEBOY_DESIGN",3,4.95,12431
"554126","85014A","BLACK/BLUE_POLKADOT_UMBRELLA",3,5.95,12431
"554126","35004G","SET_OF_3_GOLD_FLYING_DUCKS",4,6.35,12431
"554126","79191C","RETRO_PLASTIC_ELEPHANT_TRAY",12,0.85,12431
"554126","15056BL","EDWARDIAN_PARASOL_BLACK",3,5.95,12431
"554126","22492","MINI_PAINT_SET_VINTAGE",36,0.65,12431
"C555046","22859","EASTER_TIN_BUNNY_BOUQUET",-6,1.65,12431
"C555288","84945","MULTI_COLOUR_SILVER_T-LIGHT_HOLDER",-6,0.85,12431
"C555288","23079","TOADSTOOL_BEDSIDE_LIGHT",-2,8.95,12431
"556917","21992","VINTAGE_PAISLEY_STATIONERY_SET",12,1.25,12415
"556917","21993","FLORAL_FOLK_STATIONERY_SET",60,1.25,12415
"556917","21933","PINK_VINTAGE_PAISLEY_PICNIC_BAG",100,1.65,12415
"556917","21990","MODERN_FLORAL_STATIONERY_SET",72,1.25,12415
"556917","84944","SET_OF_6_KASHMIR_FOLKART_BAUBLES",60,1.65,12415
"556917","21929","JUMBO_BAG_PINK_VINTAGE_PAISLEY",100,1.79,12415
"556917","23166","MEDIUM_CERAMIC_TOP_STORAGE_JAR",96,1.04,12415
"556917","23167","SMALL_CERAMIC_TOP_STORAGE_JAR",96,0.69,12415
"556917","23165","LARGE_CERAMIC_TOP_STORAGE_JAR",96,1.45,12415
"556917","23172","REGENCY_TEA_PLATE_PINK",96,1.45,12415
"556917","23170","REGENCY_TEA_PLATE_ROSES",96,1.45,12415
"556917","23171","REGENCY_TEA_PLATE_GREEN",96,1.45,12415
"556917","23173","REGENCY_TEAPOT_ROSES",60,8.15,12415
"556917","23174","REGENCY_SUGAR_BOWL_GREEN",48,3.75,12415
"556917","23190","BUNDLE_OF_3_SCHOOL_EXERCISE_BOOKS",144,1.45,12415
"556917","23192","BUNDLE_OF_3_ALPHABET_EXERCISE_BOOKS",144,1.45,12415
"556917","23238","SET_OF_4_KNICK_KNACK_TINS_LONDON",96,3.75,12415
"556917","23240","SET_OF_4_KNICK_KNACK_TINS_DOILEY",192,3.75,12415
"556917","23243","SET_OF_TEA_COFFEE_SUGAR_TINS_PANTRY",240,4.15,12415
"556917","23300","GARDENERS_KNEELING_PAD_CUP_OF_TEA",24,1.65,12415
"556917","23301","GARDENERS_KNEELING_PAD_KEEP_CALM",24,1.65,12415
"556917","23306","SET_OF_36_DOILIES_PANTRY_DESIGN",144,1.25,12415
"556917","23307","SET_OF_60_PANTRY_DESIGN_CAKE_CASES",240,0.42,12415
"556917","23308","SET_OF_60_VINTAGE_LEAF_CAKE_CASES",120,0.42,12415
"556917","23309","SET_OF_60_I_LOVE_LONDON_CAKE_CASES",120,0.42,12415
"556917","23239","SET_OF_4_KNICK_KNACK_TINS_POPPIES",96,3.75,12415
"556917","23236","DOILEY_STORAGE_TIN",144,2.49,12415
"556917","23241","TREASURE_TIN_GYMKHANA_DESIGN",144,1.85,12415
"556917","23242","TREASURE_TIN_BUFFALO_BILL",144,1.85,12415
"556917","23237","SET_OF_4_KNICK_KNACK_TINS_LEAVES",48,3.75,12415
"556917","23235","STORAGE_TIN_VINTAGE_LEAF",96,2.49,12415
"556917","23244","ROUND_STORAGE_TIN_VINTAGE_LEAF",96,1.65,12415
"556917","23245","SET_OF_3_REGENCY_CAKE_TINS",240,4.15,12415
"556917","21976","PACK_OF_60_MUSHROOM_CAKE_CASES",240,0.42,12415
"556917","21974","SET_OF_36_PAISLEY_FLOWER_DOILIES",144,1.25,12415
"556917","23291","DOLLY_GIRL_CHILDRENS_CUP",96,1.05,12415
"556917","23292","SPACE_BOY_CHILDRENS_CUP",96,1.05,12415
"556917","23154","SET_OF_4_JAM_JAR_MAGNETS",120,1.85,12415
"556917","23159","SET_OF_5_PANCAKE_DAY_MAGNETS",120,1.85,12415
"556917","23084","RABBIT_NIGHT_LIGHT",240,1.79,12415
"556917","23108","SET_OF_10_LED_DOLLY_LIGHTS",48,5.39,12415
"556917","22147","FELTCRAFT_BUTTERFLY_HEARTS",120,1.25,12415
"556917","20840","FRENCH_FLORAL_CUSHION_COVER",24,0.85,12415
"556917","20837","FRENCH_FLORAL_CUSHION_COVER",12,0.83,12415
"556917","20984","12_PENCILS_TALL_TUBE_POSY",240,0.29,12415
"556917","21936","RED_RETROSPOT_PICNIC_BAG",50,2.55,12415
"556917","22150","3_STRIPEY_MICE_FELTCRAFT",120,1.65,12415
"556917","20725","LUNCH_BAG_RED_RETROSPOT",100,1.45,12415
"556917","21537","RED_RETROSPOT_PUDDING_BOWL",64,3.75,12415
"556917","21531","RED_RETROSPOT_SUGAR_JAM_BOWL",48,2.1,12415
"556917","21539","RED_RETROSPOT_BUTTER_DISH",3,4.95,12415
"556917","21843","RED_RETROSPOT_CAKE_STAND",24,9.95,12415
"556917","22070","SMALL_RED_RETROSPOT_MUG_IN_BOX",36,3.39,12415
"556917","22138","BAKING_SET_9_PIECE_RETROSPOT",48,4.25,12415
"556917","22348","TEA_BAG_PLATE_RED_RETROSPOT",144,0.72,12415
"556917","23254","CHILDRENS_CUTLERY_DOLLY_GIRL",144,3.75,12415
"556917","22418","10_COLOUR_SPACEBOY_PEN",48,0.85,12415
"556917","23256","CHILDRENS_CUTLERY_SPACEBOY",72,3.75,12415
"556917","22973","CHILDREN'S_CIRCUS_PARADE_MUG",48,1.45,12415
"556917","23255","CHILDRENS_CUTLERY_CIRCUS_PARADE",72,3.75,12415
"556917","22911","PAPER_CHAIN_KIT_LONDON",40,2.55,12415
"556917","23009","I_LOVE_LONDON_BABY_GIFT_SET",12,14.95,12415
"556917","22970","LONDON_BUS_COFFEE_MUG",72,2.1,12415
"556917","22908","PACK_OF_20_NAPKINS_RED_APPLES",96,0.72,12415
"556917","23206","LUNCH_BAG_APPLE_DESIGN",100,1.45,12415
"556917","21878","PACK_OF_6_SANDCASTLE_FLAGS_ASSORTED",60,0.85,12415
"556917","84509A","SET_OF_4_ENGLISH_ROSE_PLACEMATS",72,2.95,12415
"556917","84510A","SET_OF_4_ENGLISH_ROSE_COASTERS",100,1.06,12415
"556917","21213","PACK_OF_72_SKULL_CAKE_CASES",120,0.42,12415
"556917","21207","SKULL_AND_CROSSBONES__GARLAND",48,1.45,12415
"556917","21987","PACK_OF_6_SKULL_PAPER_CUPS",120,0.65,12415
"556917","21988","PACK_OF_6_SKULL_PAPER_PLATES",96,0.64,12415
"556917","21989","PACK_OF_20_SKULL_PAPER_NAPKINS",96,0.72,12415
"556917","22085","PAPER_CHAIN_KIT_SKULLS",40,2.55,12415
"556917","22332","SKULLS_PARTY_BAG_+_STICKER_SET",96,1.45,12415
"556917","85099B","JUMBO_BAG_RED_RETROSPOT",100,1.79,12415
"556917","23203","JUMBO_BAG_DOILEY_PATTERNS",100,1.79,12415
"556917","23201","JUMBO_BAG_ALPHABET",100,1.79,12415
"556917","23209","LUNCH_BAG_DOILEY_PATTERN",100,1.45,12415
"556917","23207","LUNCH_BAG_ALPHABET_DESIGN",100,1.45,12415
"556917","21917","SET_12_KIDS__WHITE_CHALK_STICKS",144,0.42,12415
"556917","21918","SET_12_KIDS_COLOUR__CHALK_STICKS",288,0.42,12415
"556917","22492","MINI_PAINT_SET_VINTAGE",576,0.55,12415
"556917","20979","36_PENCILS_TUBE_RED_RETROSPOT",128,1.06,12415
"556917","22712","CARD_DOLLY_GIRL",144,0.36,12415
"556917","22630","DOLLY_GIRL_LUNCH_BOX",128,1.65,12415
"556917","22423","REGENCY_CAKESTAND_3_TIER",32,10.95,12415
"556917","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",24,2.55,12415
"556917","84997D","CHILDRENS_CUTLERY_POLKADOT_PINK",72,3.75,12415
"556917","21210","SET_OF_72_RETROSPOT_PAPER__DOILIES",192,1.25,12415
"556917","21080","SET/20_RED_RETROSPOT_PAPER_NAPKINS",96,0.72,12415
"556917","22333","RETROSPOT_PARTY_BAG_+_STICKER_SET",96,1.45,12415
"556917","21121","SET/10_RED_POLKADOT_PARTY_CANDLES",288,1.06,12415
"556917","21212","PACK_OF_72_RETROSPOT_CAKE_CASES",240,0.42,12415
"556917","22960","JAM_MAKING_SET_WITH_JARS",36,3.75,12415
"556917","22969","HOMEMADE_JAM_SCENTED_CANDLES",96,1.25,12415
"556917","22720","SET_OF_3_CAKE_TINS_PANTRY_DESIGN",96,4.25,12415
"556917","22993","SET_OF_4_PANTRY_JELLY_MOULDS",72,1.06,12415
"556917","22710","WRAP_I_LOVE_LONDON",200,0.34,12415
"556917","22659","LUNCH_BOX_I_LOVE_LONDON",128,1.65,12415
"556917","22083","PAPER_CHAIN_KIT_RETROSPOT",40,2.55,12415
"556917","22090","PAPER_BUNTING_RETROSPOT",40,2.55,12415
"556917","21508","VINTAGE_KID_DOLLY_CARD",72,0.36,12415
"556917","22025","RING_OF_ROSES_BIRTHDAY_CARD",144,0.36,12415
"556917","22028","PENNY_FARTHING_BIRTHDAY_CARD",72,0.36,12415
"556917","22709","WRAP_WEDDING_DAY",200,0.34,12415
"556917","16161P","WRAP_ENGLISH_ROSE",400,0.34,12415
"556917","22050","PINK_PAISLEY_ROSE_GIFT_WRAP",200,0.34,12415
"556917","22704","WRAP_RED_APPLES",400,0.34,12415
"556917","21509","COWBOYS_AND_INDIANS_BIRTHDAY_CARD",72,0.36,12415
"556917","21977","PACK_OF_60_PINK_PAISLEY_CAKE_CASES",120,0.42,12415
"556917","23233","WRAP_POPPIES__DESIGN",200,0.34,12415
"556917","22631","CIRCUS_PARADE_LUNCH_BOX",64,1.65,12415
"556917","22417","PACK_OF_60_SPACEBOY_CAKE_CASES",120,0.42,12415
"556917","22613","PACK_OF_20_SPACEBOY_NAPKINS",96,0.72,12415
"556917","22629","SPACEBOY_LUNCH_BOX",64,1.65,12415
"556917","22543","MINI_JIGSAW_BAKE_A_CAKE",240,0.36,12415
"556917","22545","MINI_JIGSAW_BUNNIES",240,0.36,12415
"556917","22546","MINI_JIGSAW_PURDEY",24,0.42,12415
"556917","21915","RED__HARMONICA_IN_BOX",240,1.06,12415
"556917","22273","FELTCRAFT_DOLL_MOLLY",48,2.55,12415
"556917","22274","FELTCRAFT_DOLL_EMILY",48,2.55,12415
"556917","22271","FELTCRAFT_DOLL_ROSIE",48,2.55,12415
"556917","22749","FELTCRAFT_PRINCESS_CHARLOTTE_DOLL",48,3.39,12415
"556917","22750","FELTCRAFT_PRINCESS_LOLA_DOLL",48,3.39,12415
"556917","22751","FELTCRAFT_PRINCESS_OLIVIA_DOLL",48,3.39,12415
"556917","21249","WOODLAND__HEIGHT_CHART_STICKERS",30,2.55,12415
"556917","22331","WOODLAND_PARTY_BAG_+_STICKER_SET",48,1.45,12415
"556917","22326","ROUND_SNACK_BOXES_SET_OF4_WOODLAND",96,2.55,12415
"556917","22554","PLASTERS_IN_TIN_WOODLAND_ANIMALS",96,1.45,12415
"556917","22139","RETROSPOT_TEA_SET_CERAMIC_11_PC",96,4.25,12415
"556917","23229","VINTAGE_DONKEY_TAIL_GAME",144,3.39,12415
"556917","79191C","RETRO_PLASTIC_ELEPHANT_TRAY",144,0.63,12415
"556917","22360","GLASS_JAR_ENGLISH_CONFECTIONERY",96,2.55,12415
"556917","22364","GLASS_JAR_DIGESTIVE_BISCUITS",24,2.55,12415
"556917","22363","GLASS_JAR_MARMALADE",24,2.55,12415
"556917","21115","ROSE_CARAVAN_DOORSTOP",16,5.95,12415
"556917","22308","TEA_COSY_BLUE_STRIPE",50,2.1,12415
"556918","21137","BLACK_RECORD_COVER_FRAME",192,3.39,12415
"558536","22583","PACK_OF_6_HANDBAG_GIFT_BOXES",30,2.55,12424
"558536","22584","PACK_OF_6_PANNETONE_GIFT_BOXES",36,2.55,12424
"558536","22812","PACK_3_BOXES_CHRISTMAS_PANNETONE",48,1.95,12424
"558536","22813","PACK_3_BOXES_BIRD_PANNETONE",36,1.95,12424
"558536","22222","CAKE_PLATE_LOVEBIRD_WHITE",72,4.25,12424
"558536","22333","RETROSPOT_PARTY_BAG_+_STICKER_SET",24,1.65,12424
"558536","22429","ENAMEL_MEASURING_JUG_CREAM",12,4.25,12424
"558536","22737","RIBBON_REEL_CHRISTMAS_PRESENT",10,1.65,12424
"558536","22739","RIBBON_REEL_CHRISTMAS_SOCK_BAUBLE",10,1.65,12424
"558536","22736","RIBBON_REEL_MAKING_SNOWMEN",10,1.65,12424
"558536","23102","SILVER_HEARTS_TABLE_DECORATION",12,0.83,12424
"558536","23100","SILVER_BELLS_TABLE_DECORATION",12,1.25,12424
"558536","23101","SILVER_STARS_TABLE_DECORATION",12,0.83,12424
"558536","85152","HAND_OVER_THE_CHOCOLATE___SIGN",12,2.1,12424
"558536","21791","VINTAGE_HEADS_AND_TAILS_CARD_GAME",12,1.25,12424
"558536","22668","PINK_BABY_BUNTING",40,2.95,12424
"558536","23298","SPOTTY_BUNTING",24,4.95,12424
"558536","47566","PARTY_BUNTING",24,4.95,12424
"558536","22669","RED_BABY_BUNTING",30,2.95,12424
"558536","22089","PAPER_BUNTING_VINTAGE_PAISLEY",24,2.95,12424
"558536","22090","PAPER_BUNTING_RETROSPOT",24,2.95,12424
"558536","23032","DRAWER_KNOB_CRACKLE_GLAZE_IVORY",6,1.65,12424
"558536","23034","DRAWER_KNOB_CERAMIC_BLACK",12,1.45,12424
"558537","84380","SET_OF_3_BUTTERFLY_COOKIE_CUTTERS",144,1.06,12424
"558537","84378","SET_OF_3_HEART_COOKIE_CUTTERS",48,1.25,12424
"558537","22138","BAKING_SET_9_PIECE_RETROSPOT",3,4.95,12424
"558537","22617","BAKING_SET_SPACEBOY_DESIGN",3,4.95,12424
"558537","22139","RETROSPOT_TEA_SET_CERAMIC_11_PC",3,4.95,12424
"558537","22119","PEACE_WOODEN_BLOCK_LETTERS",3,6.95,12424
"558537","23129","HEART_SHAPED_HOLLY_WREATH",4,4.15,12424
"559919","23120","PACK_OF_6_SMALL_FRUIT_STRAWS",288,0.36,12415
"559919","22400","MAGNETS_PACK_OF_4_HOME_SWEET_HOME",84,0.39,12415
"559919","22402","MAGNETS_PACK_OF_4_VINTAGE_COLLAGE",84,0.39,12415
"559919","22403","MAGNETS_PACK_OF_4_VINTAGE_LABELS",84,0.39,12415
"559919","21179","NO_JUNK_MAIL_METAL_SIGN",48,0.39,12415
"559919","22093","MOTORING_TISSUE_BOX",72,0.39,12415
"559919","23187","FRENCH_STYLE_STORAGE_JAR_BONBONS",48,0.29,12415
"559919","22139","RETROSPOT_TEA_SET_CERAMIC_11_PC",48,4.25,12415
"559919","23231","WRAP_DOILEY_DESIGN",200,0.34,12415
"559919","23119","PACK_OF_6_LARGE_FRUIT_STRAWS",144,0.53,12415
"559919","23121","PACK_OF_6_COCKTAIL_PARASOL_STRAWS",288,0.36,12415
"559919","23122","PARTY_CHARMS_50_PIECES",144,0.72,12415
"559919","21503","TOYBOX__WRAP",200,0.34,12415
"559919","22045","SPACEBOY_GIFT_WRAP",200,0.34,12415
"559919","22706","WRAP_COWBOYS",200,0.34,12415
"559919","23230","WRAP_ALPHABET_DESIGN",200,0.34,12415
"559919","23232","WRAP_VINTAGE_LEAF_DESIGN",200,0.34,12415
"559919","23293","SET_OF_12_FAIRY_CAKE_BAKING_CASES",384,0.72,12415
"559919","23294","SET_OF_6_SNACK_LOAF_BAKING_CASES",384,0.72,12415
"559919","23295","SET_OF_12_MINI_LOAF_BAKING_CASES",384,0.72,12415
"559919","23296","SET_OF_6_TEA_TIME_BAKING_CASES",384,1.04,12415
"559919","23297","SET_40_HEART_SHAPE_PETIT_FOUR_CASES",240,1.45,12415
"559920","22698","PINK_REGENCY_TEACUP_AND_SAUCER",24,2.55,12415
"560033","22910","PAPER_CHAIN_KIT_VINTAGE_CHRISTMAS",6,2.95,12388
"560033","22338","STAR_DECORATION_PAINTED_ZINC",24,0.65,12388
"560033","22576","SWALLOW_WOODEN_CHRISTMAS_DECORATION",12,0.85,12388
"560033","22600","CHRISTMAS_RETROSPOT_STAR_WOOD",12,0.85,12388
"560033","22478","BIRDHOUSE_GARDEN_MARKER",10,1.25,12388
"560033","22496","SET_OF_2_ROUND_TINS_DUTCH_CHEESE",6,2.95,12388
"560033","22495","SET_OF_2_ROUND_TINS_CAMEMBERT",6,2.95,12388
"560033","22310","IVORY_KNITTED_MUG_COSY",24,1.65,12388
"560033","23019","SMALL_APOTHECARY_MEASURING_JAR",6,7.45,12388
"560033","23017","APOTHECARY_MEASURING_JAR",6,11.15,12388
"560033","23024","LARGE_BONNE_JAM_JAR__T-LIGHT_HOLDER",24,2.89,12388
"560033","23236","DOILEY_STORAGE_TIN",6,2.89,12388
"560033","23243","SET_OF_TEA_COFFEE_SUGAR_TINS_PANTRY",8,4.95,12388
"560033","23245","SET_OF_3_REGENCY_CAKE_TINS",8,4.95,12388
"560033","23252","VINTAGE_RED_ENAMEL_TRIM_JUG",8,3.75,12388
"560033","23249","VINTAGE_RED_ENAMEL_TRIM_PLATE",12,1.65,12388
"560033","23250","VINTAGE_RED_TRIM_ENAMEL_BOWL",12,1.25,12388
"560033","23318","BOX_OF_6_MINI_VINTAGE_CRACKERS",6,2.49,12388
"560033","23319","BOX_OF_6_MINI_50'S_CRACKERS",6,2.49,12388
"560033","22262","FELT_EGG_COSY_CHICKEN",24,0.85,12388
"560033","23298","SPOTTY_BUNTING",6,4.95,12388
"560033","47566","PARTY_BUNTING",8,4.95,12388
"560033","47590A","BLUE_HAPPY_BIRTHDAY_BUNTING",3,5.45,12388
"560033","47590B","PINK_HAPPY_BIRTHDAY_BUNTING",6,5.45,12388
"560033","71459","HANGING_JAM_JAR_T-LIGHT_HOLDER",12,0.85,12388
